0	0
0.05	0
0.1	0
0.15	0
0.2	0
0.25	0
0.3	0
0.35	0
0.4	0
0.45	0
0.5	0
0.55	0
0.6	0
0.65	0
0.7	0
0.75	0
0.8	0
0.85	0
0.9	0
0.95	0
1	0
1.05	0
1.1	0
1.15	0
1.2	0
1.25	0
1.3	0
1.35	0
1.4	0
1.45	0
1.5	0
1.55	0
1.6	0
1.65	0
1.7	0
1.75	0
1.8	0
1.85	0
1.9	0
1.95	0
2	0
2.05	0
2.1	0
2.15	0
2.2	0
2.25	0
2.3	0
2.35	0
2.4	0
2.45	0
2.5	0
2.55	0
2.6	0
2.65	0
2.7	0
2.75	0
2.8	0.00705416
2.85	0.00719611
2.9	0.00722554
2.95	0.0216766
3	0.0364275
3.05	0.0364275
3.1	0.0364275
3.15	0.072855
3.2	0.0881638
3.25	0.109741
3.3	0.125431
3.35	0.140188
3.4	0.156286
3.45	0.190217
3.5	0.246896
3.55	0.279987
3.6	0.324038
3.65	0.340926
3.7	0.350311
3.75	0.388655
3.8	0.41442
3.85	0.440003
3.9	0.446773
3.95	0.480524
4	0.497362
4.05	0.509002
4.1	0.544499
4.15	0.552931
4.2	0.568822
4.25	0.599504
4.3	0.623495
4.35	0.642979
4.4	0.673227
4.45	0.692647
4.5	0.714421
4.55	0.736348
4.6	0.781962
4.65	0.814119
4.7	0.845232
4.75	0.861776
4.8	0.905312
4.85	0.928134
4.9	0.948036
4.95	0.974275
5	1
5.05	0.959366
5.1	0.934284
5.15	0.893673
5.2	0.872747
5.25	0.85309
5.3	0.810738
5.35	0.783631
5.4	0.757992
5.45	0.71783
5.5	0.68792
5.55	0.649707
5.6	0.597264
5.65	0.575884
5.7	0.536934
5.75	0.513006
5.8	0.461433
5.85	0.392143
5.9	0.360948
5.95	0.324854
6	0.30079
6.05	0.255585
6.10001	0.224506
6.15001	0.215956
6.20001	0.191961
6.25001	0.184406
6.30001	0.155095
6.35001	0.15553
6.40001	0.137199
6.45001	0.130507
6.50001	0.0957106
6.55001	0.0894777
6.60001	0.0814891
6.65001	0.0694792
6.70001	0.0700343
6.75001	0.0640271
6.80001	0.0645442
6.85001	0.0643704
6.90001	0.0641981
6.95001	0.0582065
7.00001	0.0521094
7.05001	0.045958
7.10001	0.0400065
7.15001	0.022979
7.20001	0.0232209
7.25001	0.0175556
7.30001	0.00589963
7.35001	0
7.40001	0
7.45001	0
7.50001	0
7.55001	0
7.60001	0
7.65001	0
7.70001	0
7.75001	0
7.80001	0
7.85001	0
7.90001	0
7.95001	0
8.00001	0
8.05001	0
8.10001	0
8.15001	0
8.20001	0
8.25001	0
8.30001	0
8.35001	0
8.40001	0
8.45001	0
8.50001	0
8.55001	0
8.60001	0
8.65001	0
8.70002	0
8.75002	0
8.80002	0
8.85002	0
8.90002	0
8.95002	0
9.00002	0
9.05002	0
9.10002	0
9.15002	0
9.20002	0
9.25002	0
9.30002	0
9.35002	0
9.40002	0
9.45002	0
9.50002	0
9.55002	0
9.60002	0
9.65002	0
9.70002	0
9.75002	0
9.80002	0
9.85002	0
9.90002	0
9.95002	0
