86.4703	43.0174	-19.55
76.8782	43.9286	-19.35
49.0286	65.2822	-19.25
86.4059	47.8804	-19.15
86.8662	80.9946	-19.15
71.9374	63.3689	-19.05
69.7161	49.2211	-18.65
83.6595	39.206	-18.45
61.1219	77.8526	-18.35
79.6414	41.8613	-18.25
73.6629	71.8439	-18.25
81.8123	55.4268	-18.15
94.3363	71.9754	-18.15
56.8973	78.1324	-18.15
87.238	46.326	-18.05
56.2349	66.9604	-17.95
89.6014	59.2919	-17.85
83.5803	51.819	-17.65
89.1926	65.6061	-17.65
95.1189	46.6266	-17.55
58.7751	57.8537	-17.55
79.706	56.755	-17.45
69.3351	34.6979	-17.25
78.7818	61.9921	-17.25
87.5675	69.0375	-17.15
89.7689	32.4921	-17.05
55.752	32.689	-16.85
59.263	68.8106	-16.75
71.4056	79.4972	-16.75
74.4253	62.436	-16.65
91.0619	68.8241	-16.65
60.1116	43.5894	-16.55
57.1417	50.6783	-16.55
54.6159	58.5245	-16.55
47.8651	63.7963	-16.55
93.1823	31.1619	-16.35
76.2667	80.2372	-16.25
49.3655	63.4355	-16.15
48.2931	35.8772	-15.85
58.4399	48.7457	-15.55
94.3711	46.4285	-15.45
84.122	46.9447	-15.35
61.6746	32.3419	-15.25
84.363	57.9255	-15.15
62.0798	68.2783	-15.05
78.347	64.3741	-14.85
47.7769	34.0005	-14.75
55.1273	52.5837	-14.75
49.2123	60.1922	-14.75
81.343	49.6417	-14.65
84.9125	60.4624	-14.65
46.722	77.5279	-14.45
54.0997	31.9898	-14.25
51.6992	32.3872	-14.15
64.2449	51.9891	-14.15
97.2345	59.7924	-14.15
82.8607	39.4794	-13.95
95.3608	45.8184	-13.85
67.2528	47.0552	-13.85
90.605	55.1549	-13.85
62.9113	62.4287	-13.85
75.9941	68.2895	-13.65
80.108	71.9503	-13.65
96.4936	62.4993	-13.55
88.236	37.8357	-13.25
51.9239	80.0949	-12.95
88.7359	61.2984	-12.25
82.0272	36.9803	-11.95
62.0702	67.3445	-11.95
55.9635	60.1919	-11.85
91.2214	75.6194	-11.85
53.4833	75.5326	-11.75
54.7773	32.001	-11.65
87.8131	52.7905	-11.65
56.8731	41.8675	-11.45
50.4583	42.1049	-11.45
72.6577	46.7974	-11.15
62.1957	59.4696	-10.95
62.9979	37.4113	-10.65
78.5158	40.917	-10.65
81.9869	69.165	-10.45
57.5532	55.4539	-10.35
67.3743	70.345	-10.25
93.282	79.3128	-10.15
94.2361	60.2534	-10.05
67.3721	53.4504	-9.94996
52.0968	55.6494	-9.94996
73.2107	53.6826	-9.84996
80.675	59.7132	-9.84996
56.9989	73.0341	-9.84996
83.552	53.4432	-9.74996
83.2372	41.706	-9.54996
58.1368	76.0367	-9.44996
50.7576	40.0429	-9.34996
59.1317	54.9161	-9.04996
85.028	75.9725	-9.04996
46.8192	39.5467	-8.94996
58.5577	50.6282	-8.74996
65.9326	51.3112	-8.54996
91.6256	41.1216	-8.44996
72.5329	71.8201	-8.44996
55.2325	40.5872	-8.14996
85.8556	33.2816	-8.04996
82.3602	41.8589	-8.04996
92.5464	52.8524	-8.04996
67.4781	72.0084	-7.69995
84.048	44.0045	-7.49996
65.7659	48.6937	-7.54996
56.8541	61.4649	-7.49996
70.1193	61.9873	-7.49996
77.3602	68.3017	-7.49996
50.3547	72.8373	-7.54996
56.7461	45.4945	-7.29996
95.1153	68.936	-6.89996
83.2546	67.5619	-6.69996
93.4055	55.5852	-6.54996
91.2994	56.367	-6.49996
64.2662	54.5679	-6.39996
76.1212	48.0904	-6.19996
86.3345	45.7057	-5.99996
76.252	51.088	-5.69996
76.7082	58.3883	-5.69996
92.8903	71.458	-5.69996
77.2571	64.7861	-5.49996
53.1226	76.9138	-5.49996
47.8584	40.5906	-4.99996
46.8605	48.0867	-4.89996
76.3011	79.98	-4.89996
47.4853	74.0036	-4.79996
63.2193	74.7744	-4.79996
81.1439	63.5522	-4.29996
68.6816	39.8892	-3.79996
80.6108	64.5762	-3.59996
58.3481	45.2154	-3.49996
60.5407	55.8519	-3.39996
80.8982	36.7859	-3.29996
57.0994	39.8489	-3.29996
61.3981	57.8241	-3.29996
94.6333	66.2563	-3.14996
92.1664	78.9158	-2.79996
90.2292	79.5126	-2.69996
96.7706	42.7053	-2.39996
92.6141	57.529	-2.30621
58.434	80.4193	-2.19996
89.7971	80.635	-2.19996
84.9431	58.4519	-1.99996
95.7802	32.9177	-1.89996
91.925	34.4745	-1.74996
60.8791	38.1175	-1.54996
57.8264	59.0078	-1.44996
91.0538	49.23	-1.24996
63.7996	58.8651	-1.14996
73.184	79.2724	-1.14996
79.0833	44.8191	-0.94996
61.0552	55.9531	-0.34996
50.1821	71.2105	-0.34996
54.5167	60.4564	-0.09996
83.7832	69.5606	-0.09996
89.4634	43.3994	4.00095e-05
77.952	44.585	4.00095e-05
64.4701	46.5597	4.00095e-05
67.8707	35.8368	0.15004
86.1434	62.0141	0.15004
65.1963	72.4942	0.15004
68.5134	80.7457	0.15004
58.7389	54.1953	0.35004
65.6786	69.039	0.35004
62.3207	56.1774	0.65004
88.4733	71.116	0.75004
80.6596	75.2399	0.75004
48.7127	77.1998	0.95004
77.3273	61.2232	1.05004
79.5214	75.9034	1.15004
78.2328	76.3835	1.15004
84.4919	35.8822	1.25004
95.7736	70.5918	1.25004
83.5418	33.2304	1.35004
93.9385	44.4331	1.55004
61.6675	73.252	1.55004
81.628	57.6167	2.20004
84.8172	40.0116	2.40004
86.6457	51.0191	2.45004
77.5708	51.8088	2.60004
59.822	62.7198	2.60004
52.9602	39.7784	2.90004
84.156	48.5891	2.90004
82.8316	58.8364	3.20004
91.6422	63.8067	3.30004
85.2168	74.9828	3.30004
64.1879	72.9758	3.40004
73.2763	81.2018	3.40004
90.9066	56.3638	3.80004
76.2178	78.6824	3.80004
49.5436	68.5436	4.10004
82.5262	60.495	4.35004
91.1514	55.1163	4.55004
82.0983	65.1647	4.60004
51.7068	38.3843	4.70004
77.7114	41.5428	4.70004
53.1764	44.8996	4.90004
80.6552	66.0862	5.10004
61.7731	45.8316	5.40004
64.4802	35.5957	5.45004
64.74	77.8551	5.60004
52.6906	34.9145	5.70004
93.3066	69.1088	5.70004
63.1986	71.3139	5.80004
67.3744	55.4701	5.90004
83.9305	40.181	6.00004
71.8327	60.5832	6.00004
82.9503	42.0119	6.10004
71.8801	58.9691	6.10004
63.4301	80.7884	6.30004
67.6708	75.6552	6.50004
70.9085	39.2054	6.80004
92.8968	50.384	7.00004
48.8172	59.2095	7.10004
71.7281	59.5807	7.20004
88.8416	43.3863	7.30004
96.6788	73.4907	7.30004
82.5521	64.2663	7.50004
80.4319	40.5106	7.55004
93.6179	68.8806	7.85004
94.1076	44.7518	7.95004
70.8595	64.6874	8.15004
91.9873	72.3622	8.15004
81.2694	37.116	8.25004
74.6368	43.761	8.25004
62.0849	43.9742	8.25004
87.3191	52.4259	8.25004
60.1063	54.4308	8.25004
52.1284	80.7276	8.45004
79.5036	39.9997	8.55004
52.6149	42.8921	8.55004
56.9464	73.2765	8.65004
51.2988	39.5241	9.15004
91.3658	52.7408	9.15004
65.5226	69.8504	9.15004
60.1853	68.1998	9.25004
46.8405	69.7961	9.35004
61.5135	32.4122	9.45004
86.1106	37.0888	9.45004
56.1139	39.8787	9.55004
83.4551	39.0866	9.85004
94.5426	67.425	9.85004
89.1236	42.3858	10.15
69.1374	77.8159	10.25
82.412	46.6595	10.35
63.3362	54.3406	10.45
91.5549	69.6301	10.55
52.9088	50.6697	10.65
51.3033	35.6015	10.75
84.3827	58.6647	10.95
68.4173	72.5956	11.05
68.5728	32.7315	11.25
59.7623	44.2421	11.25
95.3643	67.2913	11.35
50.6687	47.5363	11.45
64.1569	57.304	11.45
49.2902	58.7715	11.65
79.8318	79.2218	11.65
64.7505	38.3332	11.85
61.5723	71.8038	11.9501
56.8822	33.8877	12.1501
68.6463	60.3308	12.1501
86.6629	75.8529	12.1501
77.8461	75.525	12.2501
68.6288	74.5463	12.3501
47.0506	75.1073	12.3501
92.0747	37.2194	12.5501
87.8287	41.442	12.5501
84.1555	38.7528	12.7501
96.7978	39.759	12.7501
69.0289	36.0072	13.0501
66.1752	51.5999	13.0501
60.6006	55.9531	13.1501
54.5189	39.6139	13.3501
61.8865	63.7278	13.4501
86.4397	58.8799	13.5501
74.1219	32.1439	13.6501
68.0401	61.5798	13.6501
49.0019	81.4524	13.7501
75.8827	72.7931	13.8501
69.1146	54.6041	13.9501
88.6857	49.8468	14.0501
50.4287	49.8538	14.1501
93.968	63.6537	14.1501
86.9299	75.0494	14.1501
74.5389	46.391	14.2501
50.9088	54.2962	14.2501
94.2384	74.3671	14.2501
57.4302	55.051	14.4501
78.3837	68.0172	14.4501
60.9033	76.4032	14.4501
64.3103	54.3032	14.7501
80.7564	51.6706	14.9501
58.764	65.6486	14.9501
96.1043	71.8745	15.4501
49.8096	59.9052	15.7501
47.2505	36.7065	16.2501
71.7208	39.2316	16.2501
50.9774	67.4385	16.3501
63.9909	57.3158	16.4501
53.4738	65.3719	16.4501
80.1424	33.069	16.5501
61.2757	39.3638	16.6501
73.2239	73.6044	16.6501
73.6078	32.3351	16.8501
92.1716	32.2321	16.9501
80.1341	60.049	16.9501
94.8506	34.9973	17.1501
83.9634	65.2669	17.1501
72.1715	79.3021	17.1501
85.0819	42.2762	17.4501
82.6031	43.718	17.4501
71.3048	31.1925	17.6501
89.7061	64.0611	17.8501
93.1924	36.5864	17.9501
87.6707	49.64	17.9501
69.7497	36.1016	18.0501
63.3359	35.6646	18.1501
96.3844	51.5087	18.2501
96.9185	75.5507	18.3501
76.0927	46.0112	18.4501
47.7533	60.854	18.5501
62.2167	77.5305	18.5501
62.1672	55.7434	18.7501
67.0287	54.0955	18.9501
70.1657	64.2318	19.0501
61.0499	31.3045	19.1501
75.3447	79.6043	19.1501
81.2428	32.948	19.3501
77.1254	44.6733	19.3501
62.231	74.735	19.3501
97.0689	31.3865	19.4501
56.307	75.6738	19.4501
91.8967	44.0344	19.5501
75.6218	74.0164	19.5501
73.63	75.5622	19.5501
82.1755	74.9514	19.6501
79.9967	71.8304	19.7501
89.6936	75.4884	19.9501
65.7642	47.3564	20.4501
74.9179	48.6041	20.4501
65.8913	66.9569	20.4501
62.4006	61.6519	20.5501
66.4437	78.7509	20.5501
90.4082	49.7194	20.7501
55.0266	61.8057	20.8501
77.2502	53.5912	20.9501
78.3647	41.9884	21.3501
75.0764	79.3137	21.3501
66.5661	78.8954	21.5501
91.3352	35.6427	21.6501
86.1818	51.9088	21.6501
49.7449	48.1538	22.0501
78.0495	51.8883	22.3501
91.3507	50.167	22.4501
64.8885	52.9563	22.4501
86.144	60.7387	22.5501
88.0823	31.9001	22.6501
83.9627	42.9567	22.8501
61.1529	73.6997	22.9501
85.6917	34.3809	23.2501
54.5914	48.294	23.4501
70.3938	72.978	23.4501
86.0729	31.6902	23.6501
61.5821	62.6826	23.6501
83.3094	50.5744	23.7501
76.8752	63.5316	23.7501
94.6227	65.3063	23.8501
86.4204	69.1316	23.9501
89.8477	46.5226	24.0501
47.8855	52.9456	24.0501
51.5957	40.639	24.1501
53.722	65.9159	24.1501
96.2216	41.5608	24.4501
57.281	58.0316	24.5501
83.7819	35.0334	24.8501
95.5608	56.6995	24.9501
87.0711	67.6669	25.0501
73.6633	49.948	25.1501
51.8138	64.8179	25.2501
77.3086	44.1203	25.3501
79.8712	52.8442	25.5501
78.3655	57.4293	25.7501
90.8632	70.073	26.5501
78.6557	33.9656	26.6501
56.8106	62.6959	27.0501
74.4234	59.2962	27.3501
55.337	65.6496	27.3501
56.93	36.5613	27.5501
80.5632	54.7037	27.7501
89.8775	33.9041	27.9501
57.9407	34.3241	27.9501
58.0344	41.3821	28.2501
87.5087	33.2733	28.4501
68.9421	60.6014	28.5501
59.0778	66.6861	28.6501
78.8144	43.396	28.7501
75.3636	79.1555	28.7501
77.8819	66.2405	28.9501
87.1848	46.8715	29.1501
66.8714	81.2986	29.2501
83.6095	47.7706	29.3501
83.6413	72.7887	29.4501
