0.990732	-0.00110394	-0.135824	-1.44187
-0.0205218	0.987271	-0.157715	-2.34645
0.134269	0.159041	0.978099	890.164
0.999443	-0.0321108	0.00904094	-3.74106
0.0330838	0.988851	-0.145183	-0.933547
-0.0042782	0.145402	0.989363	880.959
0.986015	-0.0655506	0.153223	-5.9595
0.0853441	0.988302	-0.126396	-2.50897
-0.143145	0.137705	0.980075	890.039
0.988894	0.0312065	-0.145312	-1.4417
-0.0329486	0.999411	-0.00959668	-3.22794
0.144927	0.0142779	0.989339	882.902
1	0.000303448	0.000595558	-3.74122
-0.000303762	1	0.000525936	-3.22672
-0.000595398	-0.000526116	1	870.987
0.988725	-0.0331163	0.146037	-5.95871
0.0314262	0.99941	0.0138652	-3.22806
-0.14641	-0.00911952	0.989182	883.049
0.986344	0.0644275	-0.151577	-1.44197
-0.0433051	0.989382	0.138739	-4.04041
0.158906	-0.130281	0.97866	892.353
0.999423	0.0336379	-0.00478438	-3.74103
-0.0325761	0.988693	0.14637	-5.4509
0.00965387	-0.14613	0.989218	879.973
0.989884	0.000230037	0.141877	-5.95941
-0.0223165	0.987803	0.154101	-3.87832
-0.140111	-0.155709	0.977816	892.066
