53.07581976,-0.989021485,-5.639011138,4017.938878
-2.520798428,53.92955401,-6.090089155,2944.789585
-0.005453374,-0.003581306,0.005934577,5.960791497
50.13075239,-0.779398235,2.421395599,3576.517707
-1.642363384,50.63025413,-5.787212974,2824.637821
-0.005877212,-0.003337292,0.005666136,5.535907079
45.84454282,-0.677046527,9.423667725,3229.33954
-0.741676,47.31105809,-5.360911178,2581.19922
-0.006320734,-0.00318457,0.005262231,5.225016593
50.88631692,-1.463583976,-5.350401276,3807.898958
-1.083519354,51.96175385,1.915423555,2721.01984
-0.005160669,-0.00422745,0.005768916,5.64650744
48.2886173,-1.234657085,2.37947675,3403.637145
-1.383070742,49.06009785,1.843745059,2538.893753
-0.005618469,-0.00396164,0.005524714,5.268495262
44.42930408,-1.108662973,9.153500306,3091.136609
-1.689081472,46.02879176,1.711157812,2411.40649
-0.00608524,-0.003784992,0.00514081,5.004012244
48.03170371,-1.939864041,-5.087613085,3639.027861
0.119619638,48.22006853,9.09089613,2536.266929
-0.004998889,-0.004855664,0.005405357,5.398675946
45.95666747,-1.698134707,2.238797918,3280.615794
-1.213004625,45.92354851,8.790334862,2303.207842
-0.005431436,-0.004580989,0.005224776,5.077896009
42.4545,-1.55535,8.74642,2991.546
-2.61588,43.16816,8.22481,2274
-0.00588,-0.00439,0.004901,4.840254
